Version;Discrimina;ZoneID;ZoneName;LengthM;SiteCode;DateStart;DateFinish;AssessorCo;ZoneDescription;Comments;Comments2;TravelDirection;RoadType;RCACConsValue;FieldRating;RCACScore;HabitatScore;RoadWidthM;LRoadWidth;RRoadWidth;WidthVarie;RCACWidth;RCACTreesW;RCACTreesS;RCACGround;RCACGrassl;RCACLeafLi;RCACLogs;RCACRocksC;RCACWetlan;RCACMaxFau;RCACRegene;RCACWildli;RCACWeedCo;RCACSiteDi;RCACRareSp;HollowTree;LargeOldTree;Trees;LogsWoodyD;GroundFlor;Mistletoe;Shrubs;NonWeedySi;BioticSoil;LeafMulchL;Rocks;CracksCrev;Wetland;Disturbanc;Regenerati;Weeds;Powerline;BiomassRed;AdjoiningL;AdjoiningV;PowerlineD;CanopyCont;OverallFue;GroundFuel;ElevatedFu;BarkHazard;Majorweeds;Bioregion;Locality;LandFormLS;LandForm00;TypicalGeo;SoilType;EVCCode;EVCNotes;EVCSource;ManPrescri;Origin;LGA;ID;Recommenda;DescID;RCACScoreI;WKT_Geometry
0;line;52245;linton-mortchup road;273.000.000.000.000.000;g182;04/11/2014;04/11/2014;534;cleared under powerlines;;;nw;;low;low;6;0;6;;;0;2;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0;0;16;0;29;0;16;0;0;0;0;0;0;1;1;1;0;289;;e;291;0;;;;;;cvu;linton;2.1lsp6-2;;0;szb;47;47;;47l.pdf;;golden plains;eo-534;;10;6;linestring (143.559098869944 -37.6846602323604,143.55842362471 -37.6823611340256,143.558343404955 -37.6822794496106)
0;line;52246;linton-mortchup road;868.000.000.000.000.000;g182;04/11/2014;04/11/2014;534;woodland with weedy grassy understorey;;;nw;;medium;medium;12;35;8;;;0;2;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0;0;18;1;29;1;23;0;0;1;0;0;0;2;2;1;0;300;;i+e;309;2;;;;;;cvu;linton;2.1lsp6-2;;0;szb;47;47;;47m.pdf;;golden plains;eo-534;;34;12;linestring (143.558159704363 -37.6822363186206,143.557763972123 -37.6820411179568,143.557795754942 -37.6817715917296,143.557014977867 -37.6811749126504,143.556722826701 -37.6811344024838,143.556264556115 -37.6807267632804,143.555931154961 -37.6804105611917,143.555422960469 -37.6801769791992,143.554982937488 -37.6798647977769,143.554555703098 -37.6795791850928,143.552911021466 -37.6782048691334,143.55157537401 -37.6766914028508)
0;line;52247;linton-mortchup road;804.000.000.000.000.000;g182;04/11/2014;04/11/2014;534;woodland with patchy native grass/bracken understorey;ground layer is better at n end;hcv roadside converted to very high status due to listed species presence;nw;;very high (high base score);high;30;54;8;;;0;2;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;1.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;0;1;20;1;37;1;24;0;0;1;0;0;0;3;2;2;0;300;;i;309;2;;;;;;cvu;linton;2.1lsp6-2;;0;szb;47;47;;47h.pdf;;golden plains;eo-534;;33;15;linestring (143.551470728787 -37.6765949264761,143.550662908748 -37.675675085061,143.549110726425 -37.674693318051,143.54769622049 -37.6738244135488,143.547041350682 -37.6732662062445,143.544990708237 -37.6715588232427)
0;line;52248;linton-mortchup road;1.671.000.000.000.000.000;g182;04/11/2014;04/11/2014;534;forest;;;nw;;high;high;18;64;8;;;0;2;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;3.000.000.000.000.000;3.000.000.000.000.000;4.000.000.000.000.000;0.000000000000000;0;1;20;1;45;1;24;0;1;3;0;0;0;3;2;4;0;300;;i;309;3;;;;;;cvu;linton;2.1lsp6-2;;0;szb;286;22/20>[47]>22/20;;286h.pdf;;golden plains;eo-534;;39;18;linestring (143.544859623363 -37.6714513796526,143.544360449727 -37.6711014235071,143.543459196973 -37.6705507658272,143.539899810792 -37.6683910460472,143.539649141337 -37.6682768935299,143.538397396718 -37.668298630982,143.537729447996 -37.6684175213828,143.53721394559 -37.6682259990667,143.537022529845 -37.6681443503882,143.533784535268 -37.6648719881417,143.533314711544 -37.6643899964949,143.529681410417 -37.6642062123018)
0;line;52249;snake valley-pittong road;1.020.000.000.000.000.000;g204;04/11/2014;04/11/2014;534;woodland with patchy native grass understorey;;hcv roadside converted to very high status due to listed species presence;sw;;very high (high base score);high;32;68;8;;;0;2;2.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;3.000.000.000.000.000;2.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;0;2;19;1;37;0;24;0;2;2;0;0;0;3;2;3;0;289;;i+e;309;2;;;;;;vvp;pittong;2.1lsp6-2;;0;szb;2235;16>175;;2235h.pdf;;golden plains;eo-534;;32;17;linestring (143.496557240639 -37.659934259135,143.490841696967 -37.6642009326771,143.490164969185 -37.6644304648122,143.489762058777 -37.6646052890321,143.488140454253 -37.6654882141916,143.487585632449 -37.6654389300643)
0;line;52250;chepstowe-pittong road;2.143.000.000.000.000.000;g205;04/11/2014;04/11/2014;534;pasture grasses and weeds;;;n;;low;low;3;0;4;;;0;1;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0;0;0;0;29;0;0;0;0;0;0;0;0;1;1;1;0;300;;e;309;0;;;;;;vvp;pittong;2.1pfq6-3;;0;de;175;175;;175l.pdf;;golden plains;eo-534;;18;3;linestring (143.485518677537 -37.6659550740249,143.489559492196 -37.6469110164086)
0;line;52251;mt emu settlement road;585.000.000.000.000.000;g289;04/11/2014;04/11/2014;534;pasture grasses and weeds;;;w;;low;low;4;0;4;;;0;1;0.000000000000000;2.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;3.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0;0;16;0;28;0;16;0;0;0;0;0;0;1;1;1;0;300;;e;309;0;;;;;;vvp;pittong;7.1pbfq6-5;;0;ye;175;175>[641];;175l.pdf;;golden plains;eo-534;;18;4;linestring (143.489553269891 -37.6468897954521,143.483001562872 -37.6460926885019)
0;line;52252;snake valley-pittong road;486.000.000.000.000.000;g204;04/11/2014;04/11/2014;534;pasture grasses and weeds;;;sw;;low;low;5;0;4;;;0;1;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0;0;0;0;29;0;0;0;1;0;0;0;0;2;1;1;0;300;;i+e;309;0;;;;;;vvp;pittong;2.1lsp6-2;;0;szb;175;175;;175l.pdf;;golden plains;eo-534;;18;5;linestring (143.487469519262 -37.6654215596126,143.485783364663 -37.666032559501,143.484974475456 -37.6665408073923,143.484492182804 -37.6670267606035,143.484064752302 -37.6677621075517,143.484021710956 -37.6679150033543,143.483892045118 -37.6684107307635)
0;line;52253;glenelg highway;648.000.000.000.000.000;g163;04/11/2014;04/11/2014;534;woodland with weedy grassy understorey;;roadside only scores hcv due to listed species presence, otherwise mcv;se;;very high (medium base score);medium;25;46;8;;;0;2;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;15.000.000.000.000.000;0;0;0;0;29;0;23;0;0;0;0;0;0;2;2;1;0;289;;e;310;0;;;;;;vvp;pittong;2.1lgp5-2;;0;dd;175;175;;175h.pdf;;golden plains;eo-534;;34;10;linestring (143.494139522582 -37.6740729783062,143.496063042142 -37.6747531916728,143.501043101171 -37.6760537189515)
0;line;52254;glenelg highway;4.295.000.000.000.000.000;g163;04/11/2014;04/11/2014;534;woodland with patchy native grass understorey;;hcv roadside converted to very high status due to listed species presence;se;;very high (high base score);high;30;56;8;;;1;2;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;0;1;19;0;29;1;24;0;0;1;0;0;0;3;2;3;0;289;;i+e;306;2;;;;;;cvu;pittong;2.1lsp6-2;;0;szb;251;[175]>16/175>47;;251h.pdf;;golden plains;eo-534;;32;15;linestring (143.501301505613 -37.6761151751984,143.509481386812 -37.6782066161439,143.510804521786 -37.6782865498461,143.513224453558 -37.6784489465788,143.514107670332 -37.6785603855706,143.515383525917 -37.6786767729128,143.517196705979 -37.6792283551447,143.522295953139 -37.681957910071,143.522418974291 -37.6821340223207,143.522736974094 -37.6822120839698,143.524601665382 -37.6832032733318,143.524896745879 -37.6830905520718,143.526634422101 -37.6841119077829,143.533074130895 -37.6867570116008,143.534606306457 -37.687050837503,143.536342999849 -37.6871038380366,143.54112805343 -37.6861622666786,143.54269467329 -37.6860543310406,143.546334602951 -37.6864900836102)
0;line;52255;glenelg highway;657.000.000.000.000.000;g163;04/11/2014;04/11/2014;534;woodland with weedy grassy understorey;;roadside only scores hcv due to listed species presence, otherwise mcv;se;;very high (medium base score);medium;26;48;8;;;1;2;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;15.000.000.000.000.000;0;1;18;0;29;1;23;0;0;1;0;0;0;2;2;1;0;289;;e;306;2;;;;;;cvu;linton;2.1lsp6-2;;0;szb;47;47;;47h.pdf;;golden plains;eo-534;;34;11;linestring (143.546507349406 -37.6865080635093,143.547689513065 -37.6866599969227,143.547874050141 -37.6867574520203,143.550691720621 -37.6877227491626,143.553479522605 -37.6885130342121)
0;line;52256;francis lane;2.709.000.000.000.000.000;g160;04/11/2014;04/11/2014;534;woodland with patchy native grass understorey;;hcv roadside converted to very high status due to listed species presence;w;;very high (high base score);high;30;68;4;;;0;1;3.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;1;2;19;1;30;0;24;0;1;2;0;0;0;3;2;3;0;300;;e;309;2;;;;;;cvu;linton;2.1lsp6-2;;0;szb;251;175/47>47/16>3 granite>175;;251h.pdf;;golden plains;eo-534;;32;15;linestring (143.543658010343 -37.7025853832062,143.533113245011 -37.7013933004653,143.53179327016 -37.7004406464496,143.530525487789 -37.7005732866515,143.529791526621 -37.7009928420905,143.528843124499 -37.7021662979848,143.528254222318 -37.7026061551574,143.527672504981 -37.7027815226927,143.526084268769 -37.7029525216599,143.526086880507 -37.7031588686259,143.525002487791 -37.7031085038601,143.51515813654 -37.7018598867364)
0;line;52257;francis lane;583.000.000.000.000.000;g160;04/11/2014;04/11/2014;534;cleared with occasional trees and/or shrubs;;;w;;medium;medium;11;35;4;;;0;1;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;1.000.000.000.000.000;4.000.000.000.000.000;0.000000000000000;0;0;16;0;29;0;23;0;0;0;0;0;0;3;1;2;0;300;;e;309;1;;;;;;cvu;mannibadar;2.1lgp5-2;;0;dd;175;175;;175m.pdf;;golden plains;eo-534;;2;11;linestring (143.51497227848 -37.701831149715,143.508435318792 -37.7010463054913)
0;line;52258;francis lane;782.000.000.000.000.000;g160;04/11/2014;04/11/2014;534;cleared with occasional trees and/or shrubs;;roadside only scores hcv due to listed species presence, otherwise mcv;w;;very high (medium base score);medium;29;54;4;;;0;1;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;0;0;18;0;29;0;23;0;1;0;0;0;0;3;2;3;0;300;;e;309;1;;;;;;cvu;mannibadar;2.1lgp5-2;;0;dd;175;175;;175h.pdf;;golden plains;eo-534;;2;14;linestring (143.508315778583 -37.7010289394256,143.499554583733 -37.6999247827658)
0;line;52259;francis lane;1.632.000.000.000.000.000;g160;04/11/2014;04/11/2014;534;cleared with occasional trees and/or shrubs;patchy ground layer;roadside only scores hcv due to listed species presence, otherwise mcv;w;;very high (medium base score);medium;28;57;4;;;0;1;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;15.000.000.000.000.000;0;0;16;1;29;0;23;0;1;0;0;0;0;2;2;3;0;300;;e/sb;309;1;;;;;;cvu;mannibadar;2.1lgp5-2;;0;dd;175;175;;175h.pdf;;golden plains;eo-534;;2;13;linestring (143.496709150178 -37.6996933800677,143.478415785718 -37.6974519495424)
0;line;52260;francis lane;235.000.000.000.000.000;g160;04/11/2014;04/11/2014;534;cleared with occasional trees and/or shrubs;;;w;;low;low;4;0;4;;;0;1;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0;0;0;0;29;0;0;0;0;0;0;0;0;1;1;1;0;300;;e/sb;309;0;;;;;;cvu;mannibadar;2.1lgp5-2;;0;dd;175;175;;175l.pdf;;golden plains;eo-534;;2;4;linestring (143.499455077845 -37.6999023879214,143.496817668241 -37.699594230351)
0;line;52261;nine mile road;179.000.000.000.000.000;g099;05/11/2014;05/11/2014;534;cleared with occasional trees and/or shrubs;;;se;;low;low;2;0;4;;;0;1;0.000000000000000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0;0;0;0;28;0;0;0;0;0;0;0;0;1;1;1;0;289;;e/sb;309;0;;;;;;cvu;napoleons;2.1hsp7-4;;0;yt;47;47;;47l.pdf;;golden plains;eo-534;;2;2;linestring (143.825795699767 -37.6823509187056,143.826638279828 -37.6838247231569)
0;line;52262;nine mile road;486.000.000.000.000.000;g099;05/11/2014;05/11/2014;534;cleared with occasional trees and/or shrubs;;;se;;medium;medium;10;32;4;;;0;1;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0;0;18;0;29;0;23;0;0;0;0;0;0;2;2;2;0;289;;e;309;1;;;;;;cvu;napoleons;2.1hsp7-4;;0;yt;47;47;;47m.pdf;;golden plains;eo-534;;2;10;linestring (143.826657642417 -37.6838619153027,143.828945927632 -37.6878469768225)
0;line;52263;nine mile road;181.000.000.000.000.000;g099;05/11/2014;05/11/2014;534;cleared with occasional trees and/or shrubs;;;se;;low;low;6;0;4;;;0;1;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0;0;16;0;29;0;23;0;0;0;0;0;0;1;1;1;0;289;;e;309;1;;;;;;cvu;napoleons;2.1hsp7-4;;0;yt;47;47;;47l.pdf;;golden plains;eo-534;;2;6;linestring (143.828977861789 -37.6879319734282,143.829094882405 -37.6881130324589,143.829524124666 -37.6883393856831,143.829815041012 -37.6893315595198)
0;line;52264;nine mile road;408.000.000.000.000.000;g099;05/11/2014;05/11/2014;534;woodland with weedy grassy understorey;;;se;;medium;medium;9;30;4;;;0;1;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0;0;18;0;29;0;23;0;0;0;0;0;0;2;2;1;0;289;;i+e;309;2;;;;;;cvu;napoleons;2.1hsp7-4;;0;yt;47;47;;47m.pdf;;golden plains;eo-534;;34;9;linestring (143.829846500321 -37.6894482780314,143.830029595738 -37.6900955732173,143.829528219364 -37.6923761956809,143.829338550945 -37.6925912844906,143.829598773268 -37.6929799788933)
0;line;52265;nine mile road;169.000.000.000.000.000;g099;05/11/2014;05/11/2014;534;cleared under powerlines;;;se;;low;low;4;0;4;;;0;1;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0;0;0;0;29;0;0;0;0;0;0;0;0;1;1;1;0;289;;i+e;310;0;;;;;;cvu;napoleons;2.1hsp7-4;;0;yt;47;47;;47l.pdf;;golden plains;eo-534;;10;4;linestring (143.829630804155 -37.6930649728945,143.830327823414 -37.6944896302037)
0;line;52266;nine mile road;384.000.000.000.000.000;g099;05/11/2014;05/11/2014;534;cleared under powerlines;;;se;;low;low;6;0;4;;;0;1;0.000000000000000;1.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;3.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0;0;0;0;29;0;16;0;0;0;0;0;0;1;1;2;0;289;;i+e;310;0;;;;;;cvu;napoleons;2.1hsp7-4;;0;yt;47;47;;47l.pdf;;golden plains;eo-534;;10;6;linestring (143.830454279977 -37.6947315400833,143.832045311791 -37.6979559117246)
0;line;52267;nine mile road;542.000.000.000.000.000;g099;05/11/2014;05/11/2014;534;cleared under powerlines;;;s;;medium;medium;11;32;8;;;1;2;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0;0;18;0;29;0;23;0;0;0;0;0;0;2;2;2;0;289;;i+e;310;1;;;;;;cvu;napoleons;2.1hsp7-4;;0;yt;47;47;;47m.pdf;;golden plains;eo-534;;10;11;linestring (143.832116484107 -37.6980888814913,143.832232738596 -37.6983228364355,143.832165784224 -37.6987771345245,143.831139716977 -37.7009785736641,143.829758664799 -37.702446481787)
0;line;52268;nine mile road;1.548.000.000.000.000.000;g099;05/11/2014;05/11/2014;534;forest;;roadside only scores hcv due to listed species presence, otherwise mcv;sw;;very high (medium base score);medium;29;52;6;;;1;2;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;1.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;0;1;20;1;29;1;24;0;0;1;0;0;0;3;2;2;0;300;;i+e;309;2;;;;;;cvu;napoleons;2.1lsp6-2;;0;szb;47;47;;47h.pdf;;golden plains;eo-534;;39;14;linestring (143.829650039513 -37.702577735354,143.82721181244 -37.7052308742866,143.819273227134 -37.7138242822084)
0;line;52269;tom robinsons road;1.403.000.000.000.000.000;g098;05/11/2014;05/11/2014;534;forest;;hcv roadside converted to very high status due to listed species presence;nw;;very high (high base score);high;31;65;8;;;1;2;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;0;1;20;1;29;0;24;0;1;2;0;0;0;3;2;3;0;300;;i+e;309;2;;;;;;cvu;enfield;2.1pfq6-3;;0;de;47;47;;47h.pdf;;golden plains;eo-534;;39;16;linestring (143.819170340858 -37.7140189908103,143.806321385482 -37.7065641774494)
0;line;52270;tom robinsons road;204.000.000.000.000.000;g098;05/11/2014;05/11/2014;534;cleared with occasional trees and/or shrubs;;roadside only scores hcv due to listed species presence, otherwise mcv;w;;very high (medium base score);medium;27;52;8;;;1;2;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;15.000.000.000.000.000;0;1;18;1;29;0;23;0;1;1;0;0;0;2;2;1;0;300;;e;309;1;;;;;;cvu;enfield;2.1pfq6-3;;0;de;47;47;;47h.pdf;;golden plains;eo-534;;2;12;linestring (143.80627527996 -37.7065319432017,143.804401140375 -37.705455156398)
0;line;52271;tom robinsons road;1.114.000.000.000.000.000;g098;05/11/2014;05/11/2014;534;forest;;hcv roadside converted to very high status due to listed species presence;se;;very high (high base score);high;31;65;4;;;1;2;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;0;1;20;1;29;1;24;0;1;2;0;0;0;3;2;3;0;300;;i+e;309;3;;;;;;cvu;enfield;2.1lsp6-2;;0;szb;265;47>22/20;;265h.pdf;;golden plains;eo-534;;39;16;linestring (143.819269371424 -37.7140728354444,143.82789634433 -37.7190672476855,143.828334822332 -37.7200133560989,143.828861827299 -37.7203728515763)
0;line;52272;dereel-mt mercer road;3.631.000.000.000.000.000;g247;05/11/2014;05/11/2014;534;forest;;roadside only scores hcv due to listed species presence, otherwise mcv;e;;very high (medium base score);medium;29;54;4;;;0;1;3.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;1.000.000.000.000.000;4.000.000.000.000.000;15.000.000.000.000.000;1;2;19;0;29;2;24;0;1;1;0;0;0;3;2;2;0;300;;en;309;2;;;;;;cvu;dereel;2.1lsp6-2;;0;szb;47;47>w>47;;47h.pdf;;golden plains;eo-534;;39;14;linestring (143.769482931874 -37.7981601491557,143.770511815755 -37.7980278347581,143.780379282169 -37.799265959254,143.810204269795 -37.8029460502218)
0;line;52273;tippetts lane;5.406.000.000.000.000.000;g223;05/11/2014;05/11/2014;534;forest;;;s;;high;high;16;64;6;;;1;2;2.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;1.000.000.000.000.000;2.000.000.000.000.000;2.000.000.000.000.000;4.000.000.000.000.000;0.000000000000000;1;1;20;1;29;2;24;0;1;2;0;0;0;3;2;3;0;223;;i+e;309;3;;;;;;cvu;dereel;2.1lsp6-2;;0;szb;2205;47>127>47>127;;2205h.pdf;;golden plains;eo-534;;39;16;linestring (143.810257812795 -37.8029726987916,143.810363455251 -37.8051534228687,143.809560487966 -37.8082931864957,143.806772352947 -37.8113075129795,143.805599288526 -37.8171734429991,143.805059245832 -37.8184271652629,143.808294500194 -37.8255590844905,143.807043609854 -37.8338154230717,143.807192185025 -37.8346355372217,143.807326251229 -37.835347173049,143.809616252643 -37.8373326124031,143.813015075141 -37.8405087462733,143.81317952316 -37.8449012816006,143.814284029879 -37.8472081863797,143.814821079111 -37.8482715967269)
0;line;52274;tippetts lane;641.000.000.000.000.000;g223;05/11/2014;05/11/2014;534;forest;;;s;;high;high;16;60;6;;;1;2;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;1.000.000.000.000.000;0.000000000000000;0.000000000000000;5.000.000.000.000.000;3.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;4.000.000.000.000.000;0.000000000000000;0;0;20;1;29;0;16;0;1;2;0;0;0;3;4;1;0;223;;i+e;309;2;;;;;;cvu;dereel;2.1lsp6-2;;0;szb;16;16;;16h.pdf;;golden plains;eo-534;;39;16;linestring (143.814872974271 -37.8483672877037,143.814795549116 -37.8541488684169)
0;line;52275;tippetts lane;1.064.000.000.000.000.000;g223;05/11/2014;05/11/2014;534;scattered wattles and a mainly pasture grass groundlayer;;;se;;medium;medium;9;27;4;;;0;1;0.000000000000000;2.000.000.000.000.000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;4.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0;0;0;0;29;1;23;0;0;0;0;0;0;2;1;1;0;223;;e;309;0;;;;;;cvu;dereel;2.1lsp6-2;;0;szb;175;175;;175m.pdf;;golden plains;eo-534;;23;9;linestring (143.814780229265 -37.8542757154098,143.814765441886 -37.8556404188566,143.817650872085 -37.8635407874634)
0;line;52276;tippetts lane;525.000.000.000.000.000;g223;05/11/2014;05/11/2014;534;pasture grasses and weeds;;;se;;low;low;5;0;4;;;0;1;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0.000000000000000;0.000000000000000;2.000.000.000.000.000;0.000000000000000;0;0;0;0;29;0;0;0;0;0;0;0;0;2;1;1;0;223;;e;309;0;;;;;;cvu;dereel;2.1lsp6-2;;0;szb;175;175;;175l.pdf;;golden plains;eo-534;;18;5;linestring (143.817682007694 -37.8636839986706,143.819359271488 -37.8682236789195)
